Circle, white, A, black
Semi_Circle, brown, H, blue
Semi_Circle, brown, I, blue
Semi_Circle, brown, J, blue
Semi_Circle, brown, K, blue
Semi_Circle, brown, L, blue
Semi_Circle, brown, M, blue
Semi_Circle, brown, N, blue
Semi_Circle, brown, O, blue
Semi_Circle, brown, P, blue
Semi_Circle, brown, Q, blue
Semi_Circle, brown, R, blue
Semi_Circle, brown, S, blue
Semi_Circle, brown, T, blue
Semi_Circle, brown, U, blue
Semi_Circle, brown, V, blue
Semi_Circle, brown, W, blue
Semi_Circle, brown, X, blue
Semi_Circle, brown, Y, blue
Semi_Circle, brown, Z, blue
Semi_Circle, brown, 0, blue
Semi_Circle, brown, 1, blue
Semi_Circle, brown, 2, blue
Semi_Circle, brown, 3, blue
Semi_Circle, brown, 4, blue
Semi_Circle, brown, 5, blue
Semi_Circle, brown, 6, blue
Semi_Circle, brown, 7, blue
Semi_Circle, brown, 8, blue
Semi_Circle, brown, 9, blue
Semi_Circle, brown, A, green
Semi_Circle, brown, B, green
Semi_Circle, brown, C, green
Semi_Circle, brown, D, green
Semi_Circle, brown, E, green
Semi_Circle, brown, F, green
Semi_Circle, brown, G, green
Semi_Circle, brown, H, green
Semi_Circle, brown, I, green
Semi_Circle, brown, J, green
Semi_Circle, brown, K, green
Semi_Circle, brown, L, green
Semi_Circle, brown, M, green
Semi_Circle, brown, N, green
Semi_Circle, brown, O, green
Semi_Circle, brown, P, green
Semi_Circle, brown, Q, green
Semi_Circle, brown, R, green
Semi_Circle, brown, S, green
Semi_Circle, brown, T, green
Semi_Circle, brown, U, green
Semi_Circle, brown, V, green
Semi_Circle, brown, W, green
Semi_Circle, brown, X, green
Semi_Circle, brown, Y, green
Semi_Circle, brown, Z, green
Semi_Circle, brown, 0, green
Semi_Circle, brown, 1, green
Semi_Circle, brown, 2, green
Semi_Circle, brown, 3, green
Semi_Circle, brown, 4, green
Semi_Circle, brown, 5, green
Semi_Circle, brown, 6, green
Semi_Circle, brown, 7, green
Semi_Circle, brown, 8, green
Semi_Circle, brown, 9, green
Semi_Circle, brown, A, purple
Semi_Circle, brown, B, purple
Semi_Circle, brown, C, purple
Semi_Circle, brown, D, purple
Semi_Circle, brown, E, purple
Semi_Circle, brown, F, purple
Semi_Circle, brown, G, purple
Semi_Circle, brown, H, purple
Semi_Circle, brown, I, purple
Semi_Circle, brown, J, purple
Semi_Circle, brown, K, purple
Semi_Circle, brown, L, purple
Semi_Circle, brown, M, purple
Semi_Circle, brown, N, purple
Semi_Circle, brown, O, purple
Semi_Circle, brown, P, purple
Semi_Circle, brown, Q, purple
Semi_Circle, brown, R, purple
Semi_Circle, brown, S, purple
Semi_Circle, brown, T, purple
Semi_Circle, brown, U, purple
Semi_Circle, brown, V, purple
Semi_Circle, brown, W, purple
Semi_Circle, brown, X, purple
Semi_Circle, brown, Y, purple
Semi_Circle, brown, Z, purple
Semi_Circle, brown, 0, purple
Semi_Circle, brown, 1, purple
Semi_Circle, brown, 2, purple
Semi_Circle, brown, 3, purple
Semi_Circle, brown, 4, purple
Semi_Circle, brown, 5, purple
Semi_Circle, brown, 6, purple
Semi_Circle, brown, 7, purple
Semi_Circle, brown, 8, purple
Semi_Circle, brown, 9, purple
Semi_Circle, brown, A, orange
Semi_Circle, brown, B, orange
Semi_Circle, brown, C, orange
Semi_Circle, brown, D, orange
Semi_Circle, brown, E, orange
Semi_Circle, brown, F, orange
Semi_Circle, brown, G, orange
Semi_Circle, brown, H, orange
Semi_Circle, brown, I, orange
Semi_Circle, brown, J, orange
Semi_Circle, brown, K, orange
Semi_Circle, brown, L, orange
Semi_Circle, brown, M, orange
Semi_Circle, brown, N, orange
Semi_Circle, brown, O, orange
Semi_Circle, brown, P, orange
Semi_Circle, brown, Q, orange
Semi_Circle, brown, R, orange
Semi_Circle, brown, S, orange
Semi_Circle, brown, T, orange
Semi_Circle, brown, U, orange
Semi_Circle, brown, V, orange
Semi_Circle, brown, W, orange
Semi_Circle, brown, X, orange
Semi_Circle, brown, Y, orange
Semi_Circle, brown, Z, orange
Semi_Circle, brown, 0, orange
Semi_Circle, brown, 1, orange
Semi_Circle, brown, 2, orange
Semi_Circle, brown, 3, orange
Semi_Circle, brown, 4, orange
Semi_Circle, brown, 5, orange
Semi_Circle, brown, 6, orange
Semi_Circle, brown, 7, orange
Semi_Circle, brown, 8, orange
Semi_Circle, brown, 9, orange
Semi_Circle, orange, A, white
Semi_Circle, orange, B, white
Semi_Circle, orange, C, white
Semi_Circle, orange, D, white
Semi_Circle, orange, E, white
Semi_Circle, orange, F, white
Semi_Circle, orange, G, white
Semi_Circle, orange, H, white
Semi_Circle, orange, I, white
Semi_Circle, orange, J, white
Semi_Circle, orange, K, white
Semi_Circle, orange, L, white
Semi_Circle, orange, M, white
Semi_Circle, orange, N, white
Semi_Circle, orange, O, white
Semi_Circle, orange, P, white
Semi_Circle, orange, Q, white
Semi_Circle, orange, R, white
Semi_Circle, orange, S, white
Semi_Circle, orange, T, white
Semi_Circle, orange, U, white
Semi_Circle, orange, V, white
Semi_Circle, orange, W, white
Semi_Circle, orange, X, white
Semi_Circle, orange, Y, white
Semi_Circle, orange, Z, white
Semi_Circle, orange, 0, white
Semi_Circle, orange, 1, white
Semi_Circle, orange, 2, white
Semi_Circle, orange, 3, white
Semi_Circle, orange, 4, white
Semi_Circle, orange, 5, white
Semi_Circle, orange, 6, white
Semi_Circle, orange, 7, white
Semi_Circle, orange, 8, white
Semi_Circle, orange, 9, white
Semi_Circle, orange, A, black
Semi_Circle, orange, B, black
Semi_Circle, orange, C, black
Semi_Circle, orange, D, black
Semi_Circle, orange, E, black
Semi_Circle, orange, F, black
Semi_Circle, orange, G, black
Semi_Circle, orange, H, black
Semi_Circle, orange, I, black
Semi_Circle, orange, J, black
Semi_Circle, orange, K, black
Semi_Circle, orange, L, black
Semi_Circle, orange, M, black
Semi_Circle, orange, N, black
Semi_Circle, orange, O, black
Semi_Circle, orange, P, black
Semi_Circle, orange, Q, black
Semi_Circle, orange, R, black
Semi_Circle, orange, S, black
Semi_Circle, orange, T, black
Semi_Circle, orange, U, black
Semi_Circle, orange, V, black
Semi_Circle, orange, W, black
Semi_Circle, orange, X, black
Semi_Circle, orange, Y, black
Semi_Circle, orange, Z, black
Semi_Circle, orange, 0, black
Semi_Circle, orange, 1, black
Semi_Circle, orange, 2, black
Semi_Circle, orange, 3, black
Semi_Circle, orange, 4, black
Semi_Circle, orange, 5, black
Semi_Circle, orange, 6, black
Semi_Circle, orange, 7, black
Semi_Circle, orange, 8, black
Semi_Circle, orange, 9, black
Semi_Circle, orange, A, red
Semi_Circle, orange, B, red
Semi_Circle, orange, C, red
Semi_Circle, orange, D, red
Semi_Circle, orange, E, red
Semi_Circle, orange, F, red
Semi_Circle, orange, G, red
Semi_Circle, orange, H, red
Semi_Circle, orange, I, red
Semi_Circle, orange, J, red
Semi_Circle, orange, K, red
Semi_Circle, orange, L, red
Semi_Circle, orange, M, red
Semi_Circle, orange, N, red
Semi_Circle, orange, O, red
Semi_Circle, orange, P, red
Semi_Circle, orange, Q, red
Semi_Circle, orange, R, red
Semi_Circle, orange, S, red
Semi_Circle, orange, T, red
Semi_Circle, orange, U, red
Semi_Circle, orange, V, red
Semi_Circle, orange, W, red
Semi_Circle, orange, X, red
Semi_Circle, orange, Y, red
Semi_Circle, orange, Z, red
Semi_Circle, orange, 0, red
Semi_Circle, orange, 1, red
Semi_Circle, orange, 2, red
Semi_Circle, orange, 3, red
Semi_Circle, orange, 4, red
Semi_Circle, orange, 5, red
Semi_Circle, orange, 6, red
Semi_Circle, orange, 7, red
Semi_Circle, orange, 8, red
Semi_Circle, orange, 9, red
Semi_Circle, orange, A, blue
Semi_Circle, orange, B, blue
Semi_Circle, orange, C, blue
Semi_Circle, orange, D, blue
Semi_Circle, orange, E, blue
Semi_Circle, orange, F, blue
Semi_Circle, orange, G, blue
Semi_Circle, orange, H, blue
Semi_Circle, orange, I, blue
Semi_Circle, orange, J, blue
Semi_Circle, orange, K, blue
Semi_Circle, orange, L, blue
Semi_Circle, orange, M, blue
Semi_Circle, orange, N, blue
Semi_Circle, orange, O, blue
Semi_Circle, orange, P, blue
Semi_Circle, orange, Q, blue
Semi_Circle, orange, R, blue
Semi_Circle, orange, S, blue
Semi_Circle, orange, T, blue
Semi_Circle, orange, U, blue
Semi_Circle, orange, V, blue
Semi_Circle, orange, W, blue
Semi_Circle, orange, X, blue
Semi_Circle, orange, Y, blue
Semi_Circle, orange, Z, blue
Semi_Circle, orange, 0, blue
Semi_Circle, orange, 1, blue
Semi_Circle, orange, 2, blue
Semi_Circle, orange, 3, blue
Semi_Circle, orange, 4, blue
Semi_Circle, orange, 5, blue
Semi_Circle, orange, 6, blue
Semi_Circle, orange, 7, blue
Semi_Circle, orange, 8, blue
Semi_Circle, orange, 9, blue
Semi_Circle, orange, A, green
Semi_Circle, orange, B, green
Semi_Circle, orange, C, green
Semi_Circle, orange, D, green
Semi_Circle, orange, E, green
Semi_Circle, orange, F, green
Semi_Circle, orange, G, green
Semi_Circle, orange, H, green
Semi_Circle, orange, I, green
Semi_Circle, orange, J, green
Semi_Circle, orange, K, green
Semi_Circle, orange, L, green
Semi_Circle, orange, M, green
Semi_Circle, orange, N, green
Semi_Circle, orange, O, green
Semi_Circle, orange, P, green
Semi_Circle, orange, Q, green
Semi_Circle, orange, R, green
Semi_Circle, orange, S, green
Semi_Circle, orange, T, green
Semi_Circle, orange, U, green
Semi_Circle, orange, V, green
Semi_Circle, orange, W, green
Semi_Circle, orange, X, green
Semi_Circle, orange, Y, green
Semi_Circle, orange, Z, green
Semi_Circle, orange, 0, green
Semi_Circle, orange, 1, green
Semi_Circle, orange, 2, green
Semi_Circle, orange, 3, green
Semi_Circle, orange, 4, green
Semi_Circle, orange, 5, green
Semi_Circle, orange, 6, green
Semi_Circle, orange, 7, green
Semi_Circle, orange, 8, green
Semi_Circle, orange, 9, green
Semi_Circle, orange, A, purple
Semi_Circle, orange, B, purple
Semi_Circle, orange, C, purple
Semi_Circle, orange, D, purple
Semi_Circle, orange, E, purple
Semi_Circle, orange, F, purple
Semi_Circle, orange, G, purple
Semi_Circle, orange, H, purple
Semi_Circle, orange, I, purple
Semi_Circle, orange, J, purple
Semi_Circle, orange, K, purple
Semi_Circle, orange, L, purple
Semi_Circle, orange, M, purple
Semi_Circle, orange, N, purple
Semi_Circle, orange, O, purple
Semi_Circle, orange, P, purple
Semi_Circle, orange, Q, purple
Semi_Circle, orange, R, purple
Semi_Circle, orange, S, purple
Semi_Circle, orange, T, purple
Semi_Circle, orange, U, purple
Semi_Circle, orange, V, purple
Semi_Circle, orange, W, purple
Semi_Circle, orange, X, purple
Semi_Circle, orange, Y, purple
Semi_Circle, orange, Z, purple
Semi_Circle, orange, 0, purple
Semi_Circle, orange, 1, purple
Semi_Circle, orange, 2, purple
Semi_Circle, orange, 3, purple
Semi_Circle, orange, 4, purple
Semi_Circle, orange, 5, purple
Semi_Circle, orange, 6, purple
Semi_Circle, orange, 7, purple
Semi_Circle, orange, 8, purple
Semi_Circle, orange, 9, purple
Semi_Circle, orange, A, brown
Semi_Circle, orange, B, brown
Semi_Circle, orange, C, brown
Semi_Circle, orange, D, brown
Semi_Circle, orange, E, brown
Semi_Circle, orange, F, brown
Semi_Circle, orange, G, brown
Semi_Circle, orange, H, brown
Semi_Circle, orange, I, brown
Semi_Circle, orange, J, brown
Semi_Circle, orange, K, brown
Semi_Circle, orange, L, brown
Semi_Circle, orange, M, brown
Semi_Circle, orange, N, brown
Semi_Circle, orange, O, brown
Semi_Circle, orange, P, brown
Semi_Circle, orange, Q, brown
Semi_Circle, orange, R, brown
Semi_Circle, orange, S, brown
Semi_Circle, orange, T, brown
Semi_Circle, orange, U, brown
Semi_Circle, orange, V, brown
Semi_Circle, orange, W, brown
Semi_Circle, orange, X, brown
Semi_Circle, orange, Y, brown
Semi_Circle, orange, Z, brown
Semi_Circle, orange, 0, brown
Semi_Circle, orange, 1, brown
Semi_Circle, orange, 2, brown
Semi_Circle, orange, 3, brown
Semi_Circle, orange, 4, brown
Semi_Circle, orange, 5, brown
Semi_Circle, orange, 6, brown
Semi_Circle, orange, 7, brown
Semi_Circle, orange, 8, brown
Semi_Circle, orange, 9, brown
Quarter_Circle, white, A, black
Quarter_Circle, white, B, black
Quarter_Circle, white, C, black
Quarter_Circle, white, D, black
Quarter_Circle, white, E, black
Quarter_Circle, white, F, black
Quarter_Circle, white, G, black
Quarter_Circle, white, H, black
Quarter_Circle, white, I, black
Quarter_Circle, white, J, black
Quarter_Circle, white, K, black
Quarter_Circle, white, L, black
Quarter_Circle, white, M, black
Quarter_Circle, white, N, black
Quarter_Circle, white, O, black
Quarter_Circle, white, P, black
Quarter_Circle, white, Q, black
Quarter_Circle, white, R, black
Quarter_Circle, white, S, black
Quarter_Circle, white, T, black
Quarter_Circle, white, U, black
Quarter_Circle, white, V, black
Quarter_Circle, white, W, black
Quarter_Circle, white, X, black
Quarter_Circle, white, Y, black
Quarter_Circle, white, Z, black
Quarter_Circle, white, 0, black
Quarter_Circle, white, 1, black
Quarter_Circle, white, 2, black
Quarter_Circle, white, 3, black
Quarter_Circle, white, 4, black
Quarter_Circle, white, 5, black
Quarter_Circle, white, 6, black
Quarter_Circle, white, 7, black
Quarter_Circle, white, 8, black
Quarter_Circle, white, 9, black
Quarter_Circle, white, A, red
Quarter_Circle, white, B, red
Quarter_Circle, white, C, red
Quarter_Circle, white, D, red
Quarter_Circle, white, E, red
Quarter_Circle, white, F, red
Quarter_Circle, white, G, red
Quarter_Circle, white, H, red
Quarter_Circle, white, I, red
Quarter_Circle, white, J, red
Quarter_Circle, white, K, red
Quarter_Circle, white, L, red
Quarter_Circle, white, M, red
Quarter_Circle, white, N, red
Quarter_Circle, white, O, red
Quarter_Circle, white, P, red
Quarter_Circle, white, Q, red
Quarter_Circle, white, R, red
Quarter_Circle, white, S, red
Quarter_Circle, white, T, red
Quarter_Circle, white, U, red
Quarter_Circle, white, V, red
Quarter_Circle, white, W, red
Quarter_Circle, white, X, red
Quarter_Circle, white, Y, red
Quarter_Circle, white, Z, red
Quarter_Circle, white, 0, red
Quarter_Circle, white, 1, red
Quarter_Circle, white, 2, red
Quarter_Circle, white, 3, red
Quarter_Circle, white, 4, red
Quarter_Circle, white, 5, red
Quarter_Circle, white, 6, red
Quarter_Circle, white, 7, red
Quarter_Circle, white, 8, red
Quarter_Circle, white, 9, red
Quarter_Circle, white, A, blue
Quarter_Circle, white, B, blue
Quarter_Circle, white, C, blue
Quarter_Circle, white, D, blue
Quarter_Circle, white, E, blue
Quarter_Circle, white, F, blue
Quarter_Circle, white, G, blue
Quarter_Circle, white, H, blue
Quarter_Circle, white, I, blue
Quarter_Circle, white, J, blue
Quarter_Circle, white, K, blue
Quarter_Circle, white, L, blue
Quarter_Circle, white, M, blue
Quarter_Circle, white, N, blue
Quarter_Circle, white, O, blue
Quarter_Circle, white, P, blue
Quarter_Circle, white, Q, blue
Quarter_Circle, white, R, blue
Quarter_Circle, white, S, blue
Quarter_Circle, white, T, blue
Quarter_Circle, white, U, blue
Quarter_Circle, white, V, blue
Quarter_Circle, white, W, blue
Quarter_Circle, white, X, blue
Quarter_Circle, white, Y, blue
Quarter_Circle, white, Z, blue
Quarter_Circle, white, 0, blue
Quarter_Circle, white, 1, blue
Quarter_Circle, white, 2, blue
Quarter_Circle, white, 3, blue
Quarter_Circle, white, 4, blue
Quarter_Circle, white, 5, blue
Quarter_Circle, white, 6, blue
Quarter_Circle, white, 7, blue
Quarter_Circle, white, 8, blue
Quarter_Circle, white, 9, blue
Quarter_Circle, white, A, green
Quarter_Circle, white, B, green
Quarter_Circle, white, C, green
Quarter_Circle, white, D, green
Quarter_Circle, white, E, green
Quarter_Circle, white, F, green
Quarter_Circle, white, G, green
Quarter_Circle, white, H, green
Quarter_Circle, white, I, green
Quarter_Circle, white, J, green
Quarter_Circle, white, K, green
Quarter_Circle, white, L, green
Quarter_Circle, white, M, green
Quarter_Circle, white, N, green
Quarter_Circle, white, O, green
Quarter_Circle, white, P, green
Quarter_Circle, white, Q, green
Quarter_Circle, white, R, green
Quarter_Circle, white, S, green
Quarter_Circle, white, T, green
Quarter_Circle, white, U, green
Quarter_Circle, white, V, green
Quarter_Circle, white, W, green
Quarter_Circle, white, X, green
Quarter_Circle, white, Y, green
Quarter_Circle, white, Z, green
Quarter_Circle, white, 0, green
Quarter_Circle, white, 1, green
Quarter_Circle, white, 2, green
Quarter_Circle, white, 3, green
Quarter_Circle, white, 4, green
Quarter_Circle, white, 5, green
Quarter_Circle, white, 6, green
Quarter_Circle, white, 7, green
Quarter_Circle, white, 8, green
Quarter_Circle, white, 9, green
Quarter_Circle, white, A, purple
Quarter_Circle, white, B, purple
Quarter_Circle, white, C, purple
Quarter_Circle, white, D, purple
Quarter_Circle, white, E, purple
Quarter_Circle, white, F, purple
Quarter_Circle, white, G, purple
Quarter_Circle, white, H, purple
Quarter_Circle, white, I, purple
Quarter_Circle, white, J, purple
Quarter_Circle, white, K, purple
Quarter_Circle, white, L, purple
Quarter_Circle, white, M, purple
Quarter_Circle, white, N, purple
Quarter_Circle, white, O, purple
Quarter_Circle, white, P, purple
Quarter_Circle, white, Q, purple
Quarter_Circle, white, R, purple
Quarter_Circle, white, S, purple
Quarter_Circle, white, T, purple
Quarter_Circle, white, U, purple
Quarter_Circle, white, V, purple
Quarter_Circle, white, W, purple
Quarter_Circle, white, X, purple
Quarter_Circle, white, Y, purple
Quarter_Circle, white, Z, purple
Quarter_Circle, white, 0, purple
Quarter_Circle, white, 1, purple
Quarter_Circle, white, 2, purple
Quarter_Circle, white, 3, purple
Quarter_Circle, white, 4, purple
Quarter_Circle, white, 5, purple
Quarter_Circle, white, 6, purple
Quarter_Circle, white, 7, purple
Quarter_Circle, white, 8, purple
Quarter_Circle, white, 9, purple
Quarter_Circle, white, A, brown
Quarter_Circle, white, B, brown
Quarter_Circle, white, C, brown
Quarter_Circle, white, D, brown
Quarter_Circle, white, E, brown
Quarter_Circle, white, F, brown
Quarter_Circle, white, G, brown
Quarter_Circle, white, H, brown
Quarter_Circle, white, I, brown
Quarter_Circle, white, J, brown
Quarter_Circle, white, K, brown
Quarter_Circle, white, L, brown
Quarter_Circle, white, M, brown
Quarter_Circle, white, N, brown
Quarter_Circle, white, O, brown
Quarter_Circle, white, P, brown
Quarter_Circle, white, Q, brown
Quarter_Circle, white, R, brown
Quarter_Circle, white, S, brown
Quarter_Circle, white, T, brown
Quarter_Circle, white, U, brown
Quarter_Circle, white, V, brown
Quarter_Circle, white, W, brown
Quarter_Circle, white, X, brown
Quarter_Circle, white, Y, brown
Quarter_Circle, white, Z, brown
Quarter_Circle, white, 0, brown
Quarter_Circle, white, 1, brown
Quarter_Circle, white, 2, brown
Quarter_Circle, white, 3, brown
Quarter_Circle, white, 4, brown
Quarter_Circle, white, 5, brown
Quarter_Circle, white, 6, brown
Quarter_Circle, white, 7, brown
Quarter_Circle, white, 8, brown
Quarter_Circle, white, 9, brown
Quarter_Circle, white, A, orange
Quarter_Circle, white, B, orange
Quarter_Circle, white, C, orange
Quarter_Circle, white, D, orange
Quarter_Circle, white, E, orange
Quarter_Circle, white, F, orange
Quarter_Circle, white, G, orange
Quarter_Circle, white, H, orange
Quarter_Circle, white, I, orange
Quarter_Circle, white, J, orange
Quarter_Circle, white, K, orange
Quarter_Circle, white, L, orange
Quarter_Circle, white, M, orange
Quarter_Circle, white, N, orange
Quarter_Circle, white, O, orange
Quarter_Circle, white, P, orange
Quarter_Circle, white, Q, orange
Quarter_Circle, white, R, orange
Quarter_Circle, white, S, orange
Quarter_Circle, white, T, orange
Quarter_Circle, white, U, orange
